content,published_at,link,word_frequency,title
This webpage is not available,2012-11-09,http://news.xinhuanet.com/2012-11/09/c_113651269.htm,,2012北京现代 北京马拉松赛开始报名
This webpage is not available,2012-11-09,http://news.xinhuanet.com/local/2012-11/09/c_113651022.htm,,北京马拉松今年突出慈善特色
This webpage is not available,2012-11-09,http://news.xinhuanet.com/2012-11/09/c_113651022.htm,,北京马拉松今年突出慈善特色
This webpage is not available,2012-11-09,http://news.xinhuanet.com/local/2012-11/09/c_113651022.htm,,北京马拉松今年突出慈善特色
This webpage is not available,2012-11-09,http://www.shaoxingdaily.com.cn/news/content/2012-11/09/content_783278.htm,,从觉醒到担当 环保组织天津绿 ... 
This webpage is not available,2012-11-09,http://gongyi.sina.com.cn/gyzx/2012-11-09/095338785.html,,北京马拉松 为慈善而跑 
can not load page,2012-11-09,http://news.beelink.com.cn/20121109/2946767.shtml,,从觉醒到担当 环保组织天津绿领创立两周年
can not load page,2012-11-09,http://www.cbt.com.cn/a/chanjingxinwen/yejiejujiao/2012/1109/21010.html,,大数据时代：考验老板新思维 
can not load page,2012-11-09,http://www.cbt.com.cn/a/chanjingxinwen/yejiejujiao/2012/1109/21004.html,,低碳节能板块有望增添新动能 
can not load page,2012-11-09,http://www.cbt.com.cn/a/chanjingxinwen/yejiejujiao/2012/1109/21003.html,,家电业再战“光棍节” 
This webpage is not available,2012-11-09,http://gongyi.qq.com/a/20121109/000025.htm,,北京马拉松率先推出“为慈善而跑”慈善模式
This webpage is not available,2012-11-09,http://gongyi.qq.com/a/20121109/000007.htm,,北京马拉松今年突出慈善特色
This webpage is not available,2012-11-09,http://athletic.sport.org.cn/dynamic/2012-11-08/387918.html,,2012北京马拉松赛25日鸣枪 赛事报名今日全面启动
This webpage is not available,2012-11-09,http://news.xinhuanet.com/gongyi/2012-11/09/c_123932529.htm,,北京马拉松今年突出慈善特色
This webpage is not available,2012-11-09,http://www.wenming.cn/wmzh_pd/jj_wmzh/201211/t20121109_926758.shtml,,北京马拉松今年突出慈善特色
can not load page,2012-11-09,http://sport.yzdsb.com.cn/system/2012/11/09/012084897.shtml,,北京马拉松11月25日鸣枪 赛道终点奥运景观大道
This webpage is not available,2012-11-09,http://life.cyol.com/content/2012-11/09/content_7313367.htm,,环保组织天津绿领创立两周年“传递绿色正能量”
This webpage is not available,2012-11-08,http://edu.163.com/12/1108/17/8FQBL92200294LCR.html,,梁晓燕：不做领袖 我是探路人
This webpage is not available,2012-11-08,http://www.efu.com.cn/data/2012/2012-10-17/475557.shtml,,大品牌更应重视绿色供应链
This webpage is not available,2012-11-08,http://sports.sina.com.cn/o/2012-11-08/12316288655.shtml,,2012北京马拉松赛25日鸣枪 赛事报名今日全面启动
"<p>　　2012北京现代-北京马拉松赛将于11月25日（星期日）8:30在天安门广场鸣枪起跑。赛道终点定于奥林匹克公园中心区庆典广场（奥运景观大道）。北京马拉松赛是中国田径协会和北京市体育局共同主办、中奥路跑体育管理有限公司商业运营的世界高水平马拉松赛事，与柏林马拉松、伦敦马拉松并称为国际田联金标全程马拉松赛事。赛事报名工作将于2012年11月8日中午12时全面启动。</p>,<p>　　2012北京现代-北京马拉松报名方式可采取网上报名和官方指定代理报名点现场报名。官网报名付款方式为线上支付（支付宝、银联国内国外、PAYPAL国际等渠道）。官方指定报名点付款方式为转账汇款或现场交付。报名成功以支付成功为准。今年北京马拉松赛事设迷你、半程、全程三个项目，取消了10公里比赛的设置。</p>,<p>　　北京马拉松作为中国城市马拉松赛事的领军赛事，在中国率先推出了“为慈善而跑”的体育慈善新模式。自2011年起开设该项目以来，国内外共有13家慈善机构参与，近200人参加了慈善跑项目。2012年截止目前，已有中国青少年发展基金会、中国扶贫基金会、中国绿化基金会、救助儿童会、河北进德公益基金会、自然之友、“给孩子送双运动鞋”公益行动、南都公益基金会、中国关心下一代健康体育基金会等组织，近600名慈善选手参与到2012慈善跑行动当中，并邀请中国扶贫基金会善品网作为今年“为慈善而跑”的公益义卖平台。此外，今年北京马拉松赛事在主视觉设计方面，融入了极具中国特色、北京风韵的脸谱图案。设计师匠心独具地将脸谱图案拆分成左右对称的两部分，以中国古代的兵符为原型，打造出对称分布的视觉效果，为2012北京现代•北京马拉松增加了一抹亮色，给参与者以耳目一新的感觉。</p>,<p>　　北京马拉松32年来的成功举办离不开北京市政府和各协办单位的大力支持，北京市体育局也首次作为赛事主办单位之一给予赛事大量投入和帮助。同时，2012北京现代•北京马拉松也得到了包括北京现代汽车有限公司、阿迪达斯体育（中国）有限公司、联想（北京）有限公司、中国国际航空股份有限公司、百事饮料（中国）有限公司、中国外运股份有限公司等众多国内外知名企业的赞助和支持。</p>,<p>　　由于赛事举行时间已经入冬，且是历届赛事气温最低的一次，届时广大跑友将会得到冬季马拉松的独特体验，组委会也提醒各位参赛者注意保暖、量力而行。</p>,<p>　</p>,<p>上一篇 : <a id=""FounderPrevious"" href=""content_4498638.htm"">国际帆联年度大会举行 徐莉佳获航海界奥斯卡</a><br></p>",2012-11-08,http://sports.runsky.com/2012-11/08/content_4498648.htm,,北京马拉松11月25日鸣枪 赛道终点奥运景观大道 [11-08]
This webpage is not available,2012-11-08,http://sports.qq.com/a/20121108/000565.htm,,2012北京马拉松赛25日鸣枪 赛事报名全面启动
This webpage is not available,2012-11-08,http://sports.sohu.com/20121108/n357029427.shtml,,2012北京马拉松赛25日鸣枪 赛事报名将全面启动
can not load page,2012-11-08,http://news.sports.cn/Athletics/2012-11-08/18038.html,,2012北京马拉松赛25日鸣枪 赛事报名今日全面启动
This webpage is not available,2012-11-08,http://sports.21cn.com/integrate/other/2012/11/08/13552140.shtml,,北京马拉松11月25日鸣枪 赛道终点奥运景观大道
This webpage is not available,2012-11-08,http://sports.sohu.com/20121108/n357017332.shtml,,北京马拉松11月25日鸣枪 赛道终点奥运景观大道
This webpage is not available,2012-11-08,http://sports.sina.com.cn/o/2012-11-08/09426288273.shtml,,北京马拉松报名8日启动 25日8:30天安门广场鸣枪
This webpage is not available,2012-11-08,http://gongyi.sina.com.cn/greenlife/2012-11-06/101938712.html,,民间公益诉讼是否踏上了坦途?
This webpage is not available,2012-11-08,http://www.efu.com.cn/data/2012/2012-11-01/477799.shtml,,绿色供应链 百货业可以做得更多(图)
This webpage is not available,2012-11-08,http://green.sohu.com/20121101/n356334075.shtml,,环保法修正案草案部分条款恐对环保工作不利 
can not load page,2012-11-08,http://www.cenews
